"Num Colegiado";"Nombre y Apellido";"Direccion";"Ciudad";"Telefono";"Email"
"0";"COBOROS ARQUITECTOS ASOCIADOS, S.L.P., SOCIEDAD";"C/ POETA ALFONSINA ESTORNI, Nº 4, BAJO, TEATINOS 29010-MALAGA (MALAGA)";"MALAGA";"952629998";"coboros@coamalaga.es"
"0";"CRANEDARQ, S.L.P., SOCIEDAD";"UR ARTOLA BAJA,C/LOS CIPRESES, CASA LA DUNA .MARBELLA. 29600-MARBELLA (MALAGA)";"MARBELLA";"952830516";"YEREGUI@YEREGUIARQUITECTOS.COM"
"0";"CRISTIAN LARRAIN K. ARQUITECTOS, S.L.P., SOCIEDAD";"OT CENTRO COMERCIAL LA POVEDA 1-1º-A 29602-MARBELLA (MALAGA)";"MARBELLA";"952861747";"ARQUITECTOS@LARRAINYNONINI.COM"
"0";"DIARCO 21 MALAGA, S.L.P., SOCIEDAD";"CA DE LA HUERTA Nº 60 29140-CHURRIANA-MALAGA (MALAGA)";"CHURRIANA";"952435561";"jguerrero@telenet.es"
"0";"DOMINGO CORPAS ARQUITECTURA, S.L.P., SOCIEDAD";"C/ SAN NICOLAS Nº 13, BAJO 29016-MALAGA (MALAGA)";"MALAGA";"952293011";"arquitectura@domingocorpas.com"
"0";"EJECUCION DEL PLANEAMIENTO 2, S.L.P., SOCIEDAD";"AV DE LA AURORA, Nº 55 29006-MALAGA (MALAGA)";"MALAGA";"952041047";"edp@edp-sl.com"
"0";"ESTUDIO ARKIMD, S.L.P., SOCIEDAD";"C/ VICTORIA, Nº 32-34, 3º-C 29012-MALAGA (MALAGA)";"MALAGA";"952216603";"pepemesa@coamalaga.es"
"0";"ESTUDIO ARQUITECTURA PUERTO BANUS, S.L.P., SOCIEDAD";"C/ MUELLE RIVERA, CASA E-2, PUERTO BANUS 29660-URB. NUEVA ANDALUCIA - MARBELLA (MALAGA)";"MARBELLA";"952811377";"estudioarquitectura@rb-aa.com"
"0";"ESTUDIO DE ARQUITECTURA DOMINGO Y LUQUE, S.L.P., SOCIEDAD";"C/ SOLERA, Nº 2-1º-D 29740-TORRE DEL MAR-VELEZ MALAGA (MALAGA)";"MALAGA";"952545201";"info@domingoyluque.com"
"0";"ESTUDIO DE ARQUITECTURA MANUEL BURGOS,S.L.P., SOCIEDAD";"UR LA ALZAMBRA, VASARI CENTER, OFIC. 2 29660-URB. NUEVA ANDALUCIA - MARBELLA (MALAGA)";"MARBELLA";"952811615";"estudio@arquiburgos.com"
"0";"ESTUDIO SEGUI ARQUITECTURA Y PLANEAMIENTO, S.L.P., SOCIEDAD";"C/ OLMOS, Nº 5 29018-MALAGA (MALAGA)";"MALAGA";"952291838";"estudio@estudiosegui.com"
"0";"ESVAD, S.L.P., SOCIEDAD";"AV CANOVAS DEL CASTILLO, Nº 8 29601-MARBELLA (MALAGA)";"MARBELLA";"952826892";"ERNESTO@PALANCO.COM"
"0";"FEROCA ARQUITECTURA, S.L.P., SOCIEDAD";"C/ CANALES Nº 10, LOCAL BAJO 2B 29002-MALAGA (MALAGA)";"MALAGA";"952919797";"feroca@coamalaga.es"
"0";"FRANCISCO JAVIER NARANJO SANCHEZ, S.L.P.U., SOCIEDAD";"C/ POTRILLOS, Nº 20 29016-MALAGA (MALAGA)";"MALAGA";"952220418";"arquitecto@fjnaranjo.com"
"0";"GARCIA GARRIDO Y GARCIA SEGURA ARQUITECTOS, S.C.P., SOCIEDAD";"AV REPUBLICA ARGENTINA, Nº 5 29016-MALAGA (MALAGA)";"MALAGA";"952604146";"ggarquitectura@ggarquitectura.com"
"0";"GESCON ARQUITECTOS, S.L.P., SOCIEDAD";"C/ SAN TELMO, Nº 16, BAJO A 29000-MALAGA (MALAGA)";"MALAGA";"952 60 81 07";"GESCON_M@GESCON.E.TELEFONICA.NET"
"0";"GRUPO 4M ARQUITECTURA Y URBANISMO, S.L.P., SOCIEDAD";"OT MIRADOR DE CARVAJAL, BLOQUE 9, BAJO G 29630-BENALMADENA-COSTA (MALAGA)";"BENALMADENA";;"amlarq3@gmail.com"
"0";"H.C.P. ARQUITECTOS Y URBANISTAS, S.L.P., SOCIEDAD";"PS MARITIMO CIUDAD DE MELILLA, Nº 11, BAJO 29016-MALAGA (MALAGA)";"MALAGA";"952227707";"hcp@hcpmalaga.com"
"0";"HERGUEDAS SANCHEZ ARQUITECTURA Y EDIFICACION, S.L.P.U., SOCIEDAD";"AL CONDES DE SAN ISIDRO, Nº 9, LOCAL 14 29640-FUENGIROLA (MALAGA)";"FUENGIROLA";"952476100";"herguedas@coamalaga.es"
"0";"HUETE ARQUITECTOS, S.L.P., SOCIEDAD";"UR EL SALADILLO. EDIFICIO ALTAIR. OFICINAS 105-106 29680-ESTEPONA (MALAGA)";"ESTEPONA";"952798010";"FERNANDO@HVHARQUITECTOS.COM"
"0";"HUGO TORRICO CAMACHO ARQUITECTOS, S.L.P., SOCIEDAD";"OT HOTEL PUENTE ROMANO Nº 27 29602-MARBELLA (MALAGA)";"MARBELLA";"952776752";"taller@torrico.info"
"0";"JAVIER MARTIN MALO Y ASOCIADOS ARQUITECTURA URBANISMO Y MEDIO AMBIENTE, SAP, SOCIEDAD";"PS DE LA FAROLA, Nº 5, EDF. VELERIA, 7ºE 29016-MALAGA (MALAGA)";"MALAGA";"952223742";"INFO@MARTINMALO.COM"
"0";"JIMENEZPOZO ARQUITECTOS, S.L.P., SOCIEDAD";"C/ SAN SEBASTIAN 10 BAJO 29320-CAMPILLOS (MALAGA)";"CAMPILLOS";"952724579";"jimenezpozoarquitectos@coamalaga.es"
"0";"JUAN CARLOS CRUCES Y ASOCIADOS, S.L.P., SOCIEDAD";"C/ LOS CEDROS, Nº 17 29018-MALAGA (MALAGA)";"MALAGA";"952201989";"JUANCARLOS@ALL-ARQUITECTURA.ES"
"0";"KROESCON 2004, S.L.P.U., SOCIEDAD";"C/ DEL LAGO, Nº1, 1º 4, URB. MIRADOR DE COSTALITA 29680-ESTEPONA (MALAGA)";"ESTEPONA";"952883797";"klaus.kroes@coamalaga.es"
"0";"L4 ARQUITECTOS, S.L.P., SOCIEDAD";"C/ ARENAL, Nº 9, OFICINA 8 29016-MALAGA (MALAGA)";"MALAGA";"952211008";"oliviag@coamalaga.es"
"0";"LUIS MACHUCA Y ASOCIADOS, S.L.P., SOCIEDAD";"C/ SALCEDO, Nº 6-2º-DR. 29016-MALAGA (MALAGA)";"MALAGA";"952212267";"LUISMACHUCA@LUISMACHUCA.COM"
"0";"MAD ARQUITECTURA, S.L.P., SOCIEDAD";"C/ MARIA AUXILIADORA, Nº 2, EDF. PATA-PATA,35 29600-MARBELLA (MALAGA)";"MARBELLA";"952770374";"elicepedano@madarquitectura.com"
"0";"MAHATMA ARQUITECTOS, S.L.P., SOCIEDAD";"C/ CARRETERIA, Nº 63-3º-B 29008-MALAGA (MALAGA)";"MALAGA";"658603896";"pablogarmo@coamalaga.es"
"800836";"MAIA CONSULTORIA DE MEDIO AMBIENTE, INGENIERIA Y ARQUITECTURA, S.L.P., SOCIEDAD";"C/ CUEVA MENGA, Nº 8 29018-MALAGA (MALAGA)";"MALAGA";;"<br>"
"0";"MARINA UNO, S.L.P., SOCIEDAD";"PL DE LA MARINA, Nº 1-3º-IZQ 29005-MALAGA (MALAGA)";"MALAGA";"952213430";"mane@tecton.e.telefonica.net"
"0";"MIGUEL ANGEL DIAZ ROMERO ASOCIADOS, S.L.P., SOCIEDAD";"C/ CUARTELES, Nº 47-1º-A 29002-MALAGA (MALAGA)";"MALAGA";"952314164";"diazromero@coamalaga.es"
"0";"MILET OLIVER ARQUITECTOS, S.L.P., SOCIEDAD";"C/ GOYA, Nº 3, URB. CASABLANCA 29602-MARBELLA (MALAGA)";"MARBELLA";"952865763";"MOA@MOA-ARQUITECTOS.ES"
"0";"MO2 ARQUITECTURA MAS DISEÑO, S.L.P., SOCIEDAD";"C/ MADRE DE DIOS, Nº 44, BAJO 29012-MALAGA (MALAGA)";"MALAGA";"952218544";"GESTION@MO2ARQUITECTURA.COM"
"0";"MONTBAU ARQUITECTOS Y ASOCIADOS, S.L.P.U., SOCIEDAD";"PL DE LA CONSTITUCION, Nº 2, PLANTA 4ª, PUERTA 6, EDIF. NEPTUNO 29640-FUENGIROLA (MALAGA)";"FUENGIROLA";"952474535";"montbauarquitectos@coamalaga.es"
"0";"MONTERO MORALES ARQUITECTOS, S.L.P., SOCIEDAD";"PL VIRGEN DE LAS PENAS, 6 29016-MALAGA (MALAGA)";"MALAGA";"952227877";"ASTAPA@ARQUIRED.ES"
"0";"MONTOYA MOLINA, S.L.P., SOCIEDAD";"UR HACIENDA SAN FERNANDO, C/ CALIPSO Nº 14 29630-BENALMADENA-COSTA (MALAGA)";"BENALMADENA";"952569086";"ARQUITECTOS@MONTOYAMOLINA.COM"
"0";"NARVAEZ Y HERMOSO, S.L.P., SOCIEDAD";"AV CEUTA, EDIF. COLLADO CAPRICHO, Nº 2-1º-B 29602-MARBELLA (MALAGA)";"MARBELLA";"952777068";"narvaezyhermoso@coamalaga.es"
"0";"NEOARQUITECTOS, S.L.P.U., SOCIEDAD";"C/ MARTINEZ MALDONADO, Nº 52-3º-B 29007-MALAGA (MALAGA)";"MALAGA";"952575907";"luis@neoarquitectos.es"
"0";"OCTOGON ARQUITECTOS, S.L.P., SOCIEDAD";"C/ MESONEROS ROMANOS, PORTAL 9, Nº 10-5º-B 29010-MALAGA (MALAGA)";"MALAGA";"952219209";"isidrogd@gmail.com"
"0";"OFICINA ARQUITECTURA MALAGA, S.L.P., SOCIEDAD";"C/ MOLINA LARIOS, Nº 13-3º-F-G 29015-MALAGA (MALAGA)";"MALAGA";"952221548";"estudio@oamarquitectos.es"
"0";"OFICINA DE ARQUITECTURA MARBELLA, S.L.P., SOCIEDAD";"UR AZALEA BEACH EL RIO, Nº 106 29660-URB. NUEVA ANDALUCIA - MARBELLA (MALAGA)";"MARBELLA";;"iribarnegaray@coamalaga.es"
"0";"P4ARQUITECTOS, S.L.P., SOCIEDAD";"UR LA PERA, C/ AZALEAS, Nº 51, 1º-DCHA. 29660-URB. NUEVA ANDALUCIA - MARBELLA (MALAGA)";"MARBELLA";"951402080";"lali@p4arquitectos.com"
"0";"PABLO SEPULVEDA ARQUITECTOS, S.L.P., SOCIEDAD";"AV EDITOR A. CAFFARENA 5, PORTAL13, 3ºD 29016-MALAGA (MALAGA)";"MALAGA";"686211808";"PSBARQUITECTOS@GMAIL.COM"
"0";"PATRIMONIO 48 ARQUITECTOS, S.L.P., SOCIEDAD";"AV ALCALDE LUIS URUÑUELA, Nº 6, EDIF. CONGRESOS, MOD. 301 41020-SEVILLA (SEVILLA)";"SEVILLA";"952772135";"coque@patrimonio48.es"
"0";"PEREZ DEL PULGAR GONZALEZ PARRILLA ARQUITECTOS, S.L.P., SOCIEDAD";"AV DE LAS POSTAS, Nº 7-13º D 29014-MALAGA (MALAGA)";"MALAGA";"952261925";"pgp-arq@coamalaga.es"
"0";"RETAMERO-SALESI ASOCIADOS, S.L.P., SOCIEDAD";"OT APARTADO DE CORREOS 365 29400-RONDA (MALAGA)";"RONDA";"952874696";"PACO@RETAMERO-SALESI.COM"
"0";"ROBLES DIAZ ARQUITECTOS, S.L.P., SOCIEDAD";"PL UNCIBAY, Nº 8, 2º-8 29008-MALAGA (MALAGA)";"MALAGA";"952217346";"frobles@rdarquitectos.com"
"0";"ROYLER ARQUITECTURA, S.L.P., SOCIEDAD";"C/ CANALES, Nº 10, LOCAL BAJO 2-A 29002-MALAGA (MALAGA)";"MALAGA";"952919797";"royler@coamalaga.es"
"0";"SANTOS REIN Y SANTOS GALERA ARQUITECTOS, S.L.P., SOCIEDAD";"PS DE SANCHA, Nº 3 29016-MALAGA (MALAGA)";"MALAGA";"952216104";"saga@arquired.es"
"0";"SERPRODA, S.L.P., SOCIEDAD";"C/ TRINIDAD GRUND, Nº 4, 6 PLANTA 29001-MALAGA (MALAGA)";"MALAGA";"952214872";"serproda@coamalaga.es"
"0";"SERVA 88, S.L.P., SOCIEDAD";"AL DEL MAR, Nº 6, 3º B 29602-MARBELLA (MALAGA)";"MARBELLA";"952822026";"jms@coamalaga.es"
"0";"SIERRA ALANO, S.L.P., SOCIEDAD";"OT RESERVA LOS GRANADOS, 202 29600-MARBELLA (MALAGA)";"MARBELLA";"952863177";"iraburu@arquired.es"
"0";"SOCIEDAD AV PLUS ARQUITECTOS, S.L.P.,";"C/ HEROES DE SOSTOA, Nº 133-2º-B 29003-MALAGA (MALAGA)";"MALAGA";"952354664";"avargas@avplusarquitectos.com"
"0";"SOCIEDAD TAU 2000, S.L.P., SOCIEDAD";"C/ JAEN, Nº 9, OFIC. 206, P.E.MALAGA NOSTRUM, EDF. GALIA CENTER 29004-MALAGA (MALAGA)";"MALAGA";"952229100";"tau2000@tau2000.es"
"800880";"SOMA DISEÑOS, S.L.P, SOCIEDAD";"C/ SAN JUAN BOSCO, Nº 2, 4º A 29602-MARBELLA (MALAGA)";"MARBELLA";;"info@somaarquitectos.com"
"0";"SORIANO Y LOPEZ ARQUITECTOS, S.C.P., SOCIEDAD";"AV SEVERO OCHOA Nº14 LOCAL D1 29600-MARBELLA (MALAGA)";"MARBELLA";"952861743";"SOLOARQUITECTOS@SOLOARQUITECTOS.NET"
"0";"STRAUB ARQUITECTOS, S.L.P., SOCIEDAD";"UR MARBELLA REAL, CENTRO COMERCIAL, OFC. 21 29600-MARBELLA (MALAGA)";"MARBELLA";"952900558";"INFO@STRAUBARQUITECTOS.COM"
"0";"STUDIO 411 CONSULTANTS, S.L.P., SOCIEDAD";"OT CENTRO COMERCIAL PLAZA, OFICINA 22 29660-URB. NUEVA ANDALUCIA - MARBELLA (MALAGA)";"MARBELLA";;"studio411@coamalaga.es"
"0";"TAUARQUITECTO, S.L.P., SOCIEDAD";"AV JOSE ORTEGA Y GASSET, Nº 124, OFIC. 17, 2ª PL. 29006-MALAGA (MALAGA)";"MALAGA";"952038290";"tau@coamalaga.es"
"0";"TECNICOS EN ARQUITECTURA MALAGUEÑA Y AXARQUIA, S.L.P., SOCIEDAD";"PA PASAJE SANTA MARGARITA, Nº 1, PL.3º, OFIC. 2 29740-TORRE DEL MAR-VELEZ MALAGA (MALAGA)";"VELEZ MALAGA ";"952542632";"tamax@coamalaga.es"
"0";"TEODORO CABRILLA, S.L.P., SOCIEDAD";"AV DEL MEDITERRÁNEO S/N, EDIFICIO CORONA, LOCAL 21 29670-SAN PEDRO DE ALCANTARA MARBELLA (MALAGA)";"MARBELLA";"951389940";"INFO@TEODOROCABRILLA.COM"
"0";"TOBAL ARQUITECTOS, S.L.P., SOCIEDAD";"OT CENTRO PLAZA, OFICINA 9 29660-URB. NUEVA ANDALUCIA - MARBELLA (MALAGA)";"MARBELLA";;"<br>"
"0";"TORRAS Y SIERRA ARQUITECTOS, S.A.P., SOCIEDAD";"C/ NARCIS MONTURIOL, S/Nº MARBELLA 29603-MARBELLA (MALAGA)";"MARBELLA";"952765644";"ESTUDIO@TORRASYSIERRA.COM"
"0";"TORZAY ARQUITECTURA, S.L.P., SOCIEDAD";"C/ DE LA CILLA, Nº 9 29700-VELEZ-MALAGA (MALAGA)";"MALAGA";"952506819";"ftorres@coamalaga.es"
"0";"TROYANO ARQUITECTOS, S.L.P., SOCIEDAD";"C/ LAGASCA, Nº 63-1º 29670-SAN PEDRO DE ALCANTARA MARBELLA (MALAGA)";"MARBELLA";"952781199";"joseluis@troyanoarquitectos.com"
"0";"URBANISMO Y ARQUITECTURA OLIVARES, S.L.P., SOCIEDAD";"C/ CUARTELES, Nº 9-3º-A 29002-MALAGA (MALAGA)";"MALAGA";"952040406";"LUIS.OLIVARES.1962@GMAIL.COM"
"0";"URBANITAS MALAGA, S.L.P., SOCIEDAD";"UR MARBELLA REAL, AV. PRINCIPE DE HOHENLOHE, OFIC. 32, LOC- 2, 1ª PLANTA-ESC.3 29630-BENALMADENA-COSTA (MALAGA)";"BENALMADENA-COSTA";"952446927";"ESTUDIO@ISMAELMERIDA.COM"
"0";"VILLARROEL TORRICO, S.L.P., SOCIEDAD";"OT HOTEL PUENTE ROMANO, ESTUDIO 27  29602-MARBELLA (MALAGA)";"MARBELLA";"952776752";"antoniav@villarroel.com"
