Sku;Departamento;Género;Categoria;Url;Nombre;Tallas;Existencias;Detalle;Descripcion;Imagenes
"ID-167097";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-sao-paulo-8822";"CHALECO CASUAL SAO PAULO 8822";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]46 [CH]131 [M]86 [G]34 [XG]30 [XXG]22
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]38 [CH]26 [M]41 [G]30 [XG]26 [XXG]20
IZTAPALAPA [XCH]22 [CH]100 [M]71 [G]84 [XG]40 [XXG]41
ECATEPEC [XCH]38 [CH]109 [M]81 [G]40 [XG]28 [XXG]13
NAUCALPAN [XCH]6 [CH]14 [M]15 [G]13 [XG]5 [XXG]11
OLIVAR DEL CONDE [XCH]4 [CH]4 [M]40 [G]5 [XG]2 [XXG]1
CENTRO HISTORICO [XCH]17 [CH]9 [M]34 [G]9 [XG]16 [XXG]9
QUERETARO [XCH]17 [CH]62 [M]61 [G]23 [XG]12 [XXG]13
IXTAPALUCA [XCH]5 [CH]10 [M]21 [G]17 [XG]16 [XXG]4
GUADALAJARA [XCH]82 [CH]41 [M]87 [G]62 [XG]56 [XXG]10
TOLUCA [XCH]11 [CH]54 [M]71 [G]45 [XG]11 [XXG]25
PUEBLA [XCH]23 [CH]13 [M]24 [G]10 [XG]8 [XXG]7
AGUASCALIENTES [XCH]18 [CH]43 [M]37 [G]17 [XG]8 [XXG]3
GUADALAJARA MIRAVALLE [XCH]25 [CH]33 [M]42 [G]25 [XG]4 [XXG]18
ARCO NORTE [XCH]34 [CH]42 [M]53 [G]30 [XG]18 [XXG]13
";"CHALECO CASUAL SAO PAULO 8822";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SAO PAULO
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO
Largo: MEDIO
Cuello: CON SOLAPA";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167097-1.jpg";
"ID-167128";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-holly-land-1214-368321";"CHALECO CASUAL HOLLY LAND 1214";"XCH,CH,M,G,XXG,XXXG";"VALLEJO [XCH]64 [CH]45 [M]79 [G]111 [XG]30 [XXG]20 [XXXG]17
VERACRUZ [XCH]0 [CH]1 [M]0 [G]9 [XG]1 [XXG]0 [XXXG]0
LEON [XCH]40 [CH]43 [M]125 [G]130 [XG]30 [XXG]26 [XXXG]43
IZTAPALAPA [XCH]10 [CH]18 [M]14 [G]12 [XG]1 [XXG]2 [XXXG]3
ECATEPEC [XCH]14 [CH]11 [M]24 [G]35 [XG]3 [XXG]10 [XXXG]34
NAUCALPAN [XCH]3 [CH]8 [M]10 [G]7 [XG]3 [XXG]1 [XXXG]0
OLIVAR DEL CONDE [XCH]6 [CH]2 [M]14 [G]23 [XG]19 [XXG]9 [XXXG]0
CENTRO HISTORICO [XCH]3 [CH]26 [M]7 [G]16 [XG]0 [XXG]0 [XXXG]8
QUERETARO [XCH]14 [CH]15 [M]9 [G]15 [XG]28 [XXG]13 [XXXG]9
IXTAPALUCA [XCH]6 [CH]12 [M]14 [G]8 [XG]0 [XXG]3 [XXXG]2
GUADALAJARA [XCH]11 [CH]6 [M]3 [G]16 [XG]12 [XXG]13 [XXXG]1
TOLUCA [XCH]12 [CH]2 [M]46 [G]8 [XG]1 [XXG]3 [XXXG]1
PUEBLA [XCH]18 [CH]2 [M]98 [G]3 [XG]0 [XXG]0 [XXXG]0
AGUASCALIENTES [XCH]10 [CH]6 [M]28 [G]13 [XG]4 [XXG]4 [XXXG]9
GUADALAJARA MIRAVALLE [XCH]1 [CH]7 [M]1 [G]15 [XG]2 [XXG]6 [XXXG]0
ARCO NORTE [XCH]4 [CH]9 [M]1 [G]8 [XG]17 [XXG]4 [XXXG]0
";"CHALECO CASUAL HOLLY LAND 1214";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO BROCHE/CONTACTEL
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167128-1.jpg";
"ID-167129";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-holly-land-9847";"CHALECO CASUAL HOLLY LAND 3438";"AGOTADO";"VALLEJO [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]4 [XXXG]0
VERACRUZ [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]0 [XXXG]0
LEON [XCH]2 [CH]0 [M]1 [G]25 [XG]3 [XXG]0 [XXXG]1
IZTAPALAPA [XCH]1 [CH]1 [M]0 [G]1 [XG]1 [XXG]0 [XXXG]0
ECATEPEC [XCH]0 [CH]1 [M]1 [G]0 [XG]0 [XXG]0 [XXXG]1
NAUCALPAN [XCH]0 [CH]2 [M]1 [G]0 [XG]0 [XXG]0 [XXXG]0
OLIVAR DEL CONDE [XCH]0 [CH]1 [M]1 [G]0 [XG]1 [XXG]5 [XXXG]1
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0 [XXXG]0
QUERETARO [XCH]0 [CH]0 [M]4 [G]0 [XG]0 [XXG]0 [XXXG]0
IXTAPALUCA [XCH]1 [CH]0 [M]1 [G]0 [XG]0 [XXG]5 [XXXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1 [XXXG]0
TOLUCA [XCH]0 [CH]4 [M]2 [G]6 [XG]1 [XXG]0 [XXXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]1 [XG]1 [XXG]0 [XXXG]0
AGUASCALIENTES [XCH]1 [CH]2 [M]2 [G]2 [XG]0 [XXG]0 [XXXG]1
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]2 [G]2 [XG]0 [XXG]4 [XXXG]5
ARCO NORTE [XCH]0 [CH]1 [M]0 [G]2 [XG]0 [XXG]1 [XXXG]0
";"CHALECO CASUAL HOLLY LAND 3438";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO CIERRE
Largo: MEDIO
Cuello: MAO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167129-1.jpg";
"ID-167130";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-holly-land-9848";"CHALECO CASUAL HOLLY LAND 3438";"AGOTADO";"VALLEJO [XCH]0 [CH]1 [M]1 [G]0 [XG]1 [XXG]0 [XXXG]1
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0 [XXXG]0
LEON [XCH]0 [CH]3 [M]0 [G]13 [XG]0 [XXG]0 [XXXG]1
IZTAPALAPA [XCH]0 [CH]1 [M]0 [G]1 [XG]3 [XXG]0 [XXXG]0
ECATEPEC [XCH]1 [CH]0 [M]3 [G]1 [XG]0 [XXG]0 [XXXG]0
NAUCALPAN [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]0 [XXXG]1
OLIVAR DEL CONDE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1 [XXXG]1
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0 [XXXG]0
QUERETARO [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]0 [XXXG]1
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]1 [XG]1 [XXG]0 [XXXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0 [XXXG]1
TOLUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]2 [XXG]0 [XXXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0 [XXXG]0
AGUASCALIENTES [XCH]7 [CH]1 [M]0 [G]1 [XG]0 [XXG]1 [XXXG]0
GUADALAJARA MIRAVALLE [XCH]1 [CH]0 [M]1 [G]0 [XG]0 [XXG]0 [XXXG]0
ARCO NORTE [XCH]0 [CH]1 [M]0 [G]0 [XG]2 [XXG]0 [XXXG]1
";"CHALECO CASUAL HOLLY LAND 3438";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO CIERRE
Largo: MEDIO
Cuello: MAO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167130-1_1.jpg";
"ID-167200";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-holly-land-7522";"CHALECO CASUAL HOLLY LAND 7522";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]11 [CH]60 [M]35 [G]61 [XG]18 [XXG]26
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]2
LEON [XCH]27 [CH]32 [M]33 [G]52 [XG]21 [XXG]9
IZTAPALAPA [XCH]24 [CH]38 [M]30 [G]41 [XG]27 [XXG]30
ECATEPEC [XCH]14 [CH]14 [M]35 [G]35 [XG]24 [XXG]19
NAUCALPAN [XCH]13 [CH]34 [M]44 [G]5 [XG]20 [XXG]9
OLIVAR DEL CONDE [XCH]24 [CH]31 [M]32 [G]36 [XG]25 [XXG]11
CENTRO HISTORICO [XCH]16 [CH]5 [M]17 [G]11 [XG]4 [XXG]17
QUERETARO [XCH]2 [CH]4 [M]29 [G]5 [XG]4 [XXG]1
IXTAPALUCA [XCH]6 [CH]6 [M]23 [G]7 [XG]8 [XXG]4
GUADALAJARA [XCH]7 [CH]36 [M]35 [G]53 [XG]24 [XXG]17
TOLUCA [XCH]15 [CH]12 [M]32 [G]8 [XG]6 [XXG]6
PUEBLA [XCH]13 [CH]23 [M]29 [G]25 [XG]19 [XXG]14
AGUASCALIENTES [XCH]13 [CH]21 [M]43 [G]11 [XG]4 [XXG]7
GUADALAJARA MIRAVALLE [XCH]10 [CH]1 [M]1 [G]5 [XG]13 [XXG]9
ARCO NORTE [XCH]17 [CH]7 [M]11 [G]13 [XG]20 [XXG]5
";"CHALECO CASUAL HOLLY LAND 7522";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO
Largo: LARGOS
Cuello: ESCOTE/CUELLO V";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167200-1.jpg";
"ID-167205";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-paris-hilton-fc21";"CHALECO CASUAL PARIS HILTON FC21";"AGOTADO";"VALLEJO [XCH]2 [CH]2 [M]0 [G]4 [XG]0 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
IZTAPALAPA [XCH]0 [CH]1 [M]0 [G]0 [XG]1 [XXG]0
ECATEPEC [XCH]0 [CH]5 [M]0 [G]1 [XG]4 [XXG]2
NAUCALPAN [XCH]0 [CH]0 [M]1 [G]1 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]1 [CH]3 [M]0 [G]0 [XG]4 [XXG]1
CENTRO HISTORICO [XCH]0 [CH]4 [M]6 [G]2 [XG]9 [XXG]6
QUERETARO [XCH]2 [CH]2 [M]0 [G]4 [XG]1 [XXG]1
IXTAPALUCA [XCH]3 [CH]0 [M]0 [G]2 [XG]0 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
TOLUCA [XCH]1 [CH]1 [M]1 [G]2 [XG]1 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]2
AGUASCALIENTES [XCH]3 [CH]0 [M]10 [G]0 [XG]4 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
";"CHALECO CASUAL PARIS HILTON FC21";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: PARIS HILTON
Categoría: SUETERES Y CHALECOS
Material: SINTETICO
Manga: N/A
Frente: ABIERTO
Largo: LARGOS
Cuello: CON SOLAPA";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167205-1.jpg";
"ID-167206";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-sao-paulo-5151";"CHALECO CASUAL SAO PAULO 5151";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]13 [CH]46 [M]24 [G]13 [XG]2 [XXG]7
VERACRUZ [XCH]0 [CH]0 [M]2 [G]0 [XG]1 [XXG]0
LEON [XCH]18 [CH]16 [M]32 [G]21 [XG]4 [XXG]2
IZTAPALAPA [XCH]17 [CH]78 [M]68 [G]22 [XG]11 [XXG]10
ECATEPEC [XCH]12 [CH]39 [M]72 [G]16 [XG]7 [XXG]17
NAUCALPAN [XCH]1 [CH]17 [M]24 [G]8 [XG]9 [XXG]2
OLIVAR DEL CONDE [XCH]1 [CH]2 [M]19 [G]12 [XG]5 [XXG]2
CENTRO HISTORICO [XCH]47 [CH]60 [M]34 [G]54 [XG]3 [XXG]1
QUERETARO [XCH]8 [CH]31 [M]25 [G]26 [XG]13 [XXG]3
IXTAPALUCA [XCH]7 [CH]12 [M]10 [G]10 [XG]7 [XXG]5
GUADALAJARA [XCH]18 [CH]71 [M]50 [G]11 [XG]15 [XXG]5
TOLUCA [XCH]20 [CH]31 [M]11 [G]17 [XG]14 [XXG]3
PUEBLA [XCH]8 [CH]24 [M]26 [G]24 [XG]11 [XXG]7
AGUASCALIENTES [XCH]15 [CH]78 [M]38 [G]0 [XG]11 [XXG]3
GUADALAJARA MIRAVALLE [XCH]11 [CH]31 [M]17 [G]9 [XG]11 [XXG]5
ARCO NORTE [XCH]15 [CH]22 [M]35 [G]12 [XG]5 [XXG]2
";"CHALECO CASUAL SAO PAULO 5151";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: SAO PAULO
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: N/A
Frente: ABIERTO BOTON
Largo: LARGOS
Cuello: CON SOLAPA";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167206-1.jpg";
"ID-167207";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-sao-paulo-5021";"CHALECO CASUAL SAO PAULO 5021";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]46 [CH]58 [M]46 [G]21 [XG]15 [XXG]13
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]41 [CH]68 [M]18 [G]25 [XG]47 [XXG]11
IZTAPALAPA [XCH]13 [CH]27 [M]11 [G]21 [XG]17 [XXG]11
ECATEPEC [XCH]20 [CH]11 [M]15 [G]38 [XG]9 [XXG]7
NAUCALPAN [XCH]2 [CH]15 [M]27 [G]14 [XG]9 [XXG]5
OLIVAR DEL CONDE [XCH]7 [CH]16 [M]5 [G]8 [XG]8 [XXG]9
CENTRO HISTORICO [XCH]0 [CH]8 [M]4 [G]13 [XG]10 [XXG]1
QUERETARO [XCH]7 [CH]3 [M]2 [G]12 [XG]5 [XXG]5
IXTAPALUCA [XCH]4 [CH]16 [M]6 [G]6 [XG]3 [XXG]3
GUADALAJARA [XCH]18 [CH]21 [M]23 [G]58 [XG]18 [XXG]28
TOLUCA [XCH]7 [CH]17 [M]8 [G]18 [XG]30 [XXG]6
PUEBLA [XCH]6 [CH]23 [M]22 [G]54 [XG]16 [XXG]14
AGUASCALIENTES [XCH]4 [CH]36 [M]6 [G]16 [XG]1 [XXG]14
GUADALAJARA MIRAVALLE [XCH]11 [CH]19 [M]11 [G]14 [XG]5 [XXG]12
ARCO NORTE [XCH]16 [CH]23 [M]15 [G]31 [XG]7 [XXG]11
";"CHALECO CASUAL SAO PAULO 5021";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: SAO PAULO
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: N/A
Frente: ABIERTO
Largo: LARGOS
Cuello: CON SOLAPA";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167207-1.jpg";
"ID-167208";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-sao-paulo-w022-368333";"CHALECO CASUAL SAO PAULO W022";"XCH,CH,M,G,XG";"VALLEJO [XCH]30 [CH]15 [M]86 [G]3 [XG]28 [XXG]7
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]42 [CH]43 [M]51 [G]73 [XG]7 [XXG]4
IZTAPALAPA [XCH]35 [CH]49 [M]86 [G]66 [XG]52 [XXG]43
ECATEPEC [XCH]16 [CH]22 [M]48 [G]44 [XG]30 [XXG]5
NAUCALPAN [XCH]23 [CH]27 [M]15 [G]5 [XG]4 [XXG]11
OLIVAR DEL CONDE [XCH]12 [CH]12 [M]18 [G]11 [XG]8 [XXG]1
CENTRO HISTORICO [XCH]17 [CH]10 [M]12 [G]4 [XG]8 [XXG]0
QUERETARO [XCH]6 [CH]22 [M]21 [G]3 [XG]4 [XXG]13
IXTAPALUCA [XCH]7 [CH]10 [M]30 [G]75 [XG]3 [XXG]4
GUADALAJARA [XCH]6 [CH]12 [M]41 [G]5 [XG]46 [XXG]29
TOLUCA [XCH]2 [CH]17 [M]21 [G]15 [XG]26 [XXG]13
PUEBLA [XCH]33 [CH]28 [M]13 [G]34 [XG]10 [XXG]3
AGUASCALIENTES [XCH]4 [CH]9 [M]9 [G]4 [XG]1 [XXG]2
GUADALAJARA MIRAVALLE [XCH]4 [CH]4 [M]9 [G]16 [XG]4 [XXG]2
ARCO NORTE [XCH]16 [CH]15 [M]12 [G]7 [XG]6 [XXG]31
";"CHALECO CASUAL SAO PAULO W022";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SAO PAULO
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO
Largo: LARGOS
Cuello: ESCOTE/CUELLO V";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167208-1.jpg";
"ID-167209";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-sao-paulo-7954";"CHALECO CASUAL SAO PAULO 7954";"XCH,CH,M,G,XXG";"VALLEJO [XCH]60 [CH]82 [M]67 [G]24 [XG]59 [XXG]18
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]2 [XXG]0
LEON [XCH]27 [CH]15 [M]40 [G]18 [XG]25 [XXG]20
IZTAPALAPA [XCH]18 [CH]26 [M]52 [G]186 [XG]4 [XXG]11
ECATEPEC [XCH]25 [CH]49 [M]81 [G]44 [XG]2 [XXG]13
NAUCALPAN [XCH]9 [CH]8 [M]7 [G]22 [XG]10 [XXG]14
OLIVAR DEL CONDE [XCH]4 [CH]23 [M]12 [G]5 [XG]2 [XXG]3
CENTRO HISTORICO [XCH]7 [CH]24 [M]36 [G]20 [XG]3 [XXG]4
QUERETARO [XCH]7 [CH]11 [M]13 [G]27 [XG]9 [XXG]10
IXTAPALUCA [XCH]12 [CH]9 [M]11 [G]6 [XG]9 [XXG]7
GUADALAJARA [XCH]9 [CH]49 [M]53 [G]26 [XG]6 [XXG]20
TOLUCA [XCH]8 [CH]15 [M]41 [G]39 [XG]2 [XXG]17
PUEBLA [XCH]25 [CH]25 [M]18 [G]41 [XG]32 [XXG]22
AGUASCALIENTES [XCH]12 [CH]14 [M]26 [G]9 [XG]5 [XXG]3
GUADALAJARA MIRAVALLE [XCH]3 [CH]12 [M]13 [G]18 [XG]7 [XXG]1
ARCO NORTE [XCH]12 [CH]11 [M]55 [G]44 [XG]34 [XXG]15
";"CHALECO CASUAL SAO PAULO 7954";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SAO PAULO
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO BOTON
Largo: MEDIO
Cuello: CON SOLAPA";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167209-1.jpg";
"ID-167542";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-yaeli-woman-0819";"CHALECO CASUAL YAELI WOMAN 0819";"28,30,32,34,36,38";"VALLEJO [28]7 [30]15 [32]39 [34]26 [36]20
VERACRUZ [28]4 [30]0 [32]0 [34]0 [36]0
LEON [28]6 [30]10 [32]22 [34]19 [36]18
IZTAPALAPA [28]7 [30]14 [32]43 [34]18 [36]15
ECATEPEC [28]8 [30]17 [32]25 [34]27 [36]27
NAUCALPAN [28]4 [30]5 [32]48 [34]24 [36]24
OLIVAR DEL CONDE [28]9 [30]21 [32]13 [34]32 [36]6
CENTRO HISTORICO [28]5 [30]6 [32]16 [34]13 [36]1
QUERETARO [28]5 [30]3 [32]5 [34]10 [36]0
IXTAPALUCA [28]18 [30]11 [32]15 [34]58 [36]36
GUADALAJARA [28]3 [30]13 [32]10 [34]34 [36]10
TOLUCA [28]7 [30]11 [32]27 [34]10 [36]12
PUEBLA [28]30 [30]29 [32]17 [34]42 [36]14
AGUASCALIENTES [28]3 [30]4 [32]6 [34]8 [36]3
GUADALAJARA MIRAVALLE [28]3 [30]5 [32]6 [34]7 [36]0
ARCO NORTE [28]7 [30]12 [32]23 [34]44 [36]20
";"CHALECO CASUAL YAELI WOMAN 0819";"Departamento: Ropa
Talla Ropa: 28
Género: DAMA
Marca Price: YAELI WOMAN
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: N/A
Frente: ABIERTO CIERRE
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167542-1.jpg";
"ID-167559";"Ropa";"Dama";"Chalecos";"http://www.priceshoes.com/chaleco-casual-holly-land-n203";"CHALECO CASUAL HOLLY LAND N203";"XCH,CH,M,G,XXG";"VALLEJO [XCH]17 [CH]11 [M]58 [G]46 [XG]13 [XXG]1
VERACRUZ [XCH]2 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
LEON [XCH]32 [CH]10 [M]25 [G]11 [XG]27 [XXG]0
IZTAPALAPA [XCH]13 [CH]16 [M]55 [G]37 [XG]39 [XXG]46
ECATEPEC [XCH]17 [CH]20 [M]29 [G]20 [XG]2 [XXG]40
NAUCALPAN [XCH]6 [CH]9 [M]9 [G]6 [XG]5 [XXG]5
OLIVAR DEL CONDE [XCH]8 [CH]45 [M]13 [G]7 [XG]7 [XXG]0
CENTRO HISTORICO [XCH]16 [CH]32 [M]30 [G]26 [XG]9 [XXG]3
QUERETARO [XCH]7 [CH]9 [M]30 [G]7 [XG]3 [XXG]5
IXTAPALUCA [XCH]10 [CH]8 [M]16 [G]45 [XG]17 [XXG]12
GUADALAJARA [XCH]25 [CH]50 [M]30 [G]13 [XG]3 [XXG]0
TOLUCA [XCH]4 [CH]21 [M]12 [G]9 [XG]12 [XXG]3
PUEBLA [XCH]14 [CH]6 [M]57 [G]57 [XG]8 [XXG]1
AGUASCALIENTES [XCH]7 [CH]10 [M]44 [G]9 [XG]16 [XXG]10
GUADALAJARA MIRAVALLE [XCH]4 [CH]4 [M]5 [G]5 [XG]0 [XXG]0
ARCO NORTE [XCH]7 [CH]23 [M]17 [G]10 [XG]14 [XXG]6
";"CHALECO CASUAL HOLLY LAND N203";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SUETERES Y CHALECOS
Material: TEXTIL
Manga: No
Frente: ABIERTO
Largo: MEDIO
Cuello: ESCOTE/CUELLO OJAL/BANDEJA";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167559-1.jpg";
"ID-136101";"Ropa";"Dama";"Moda Curvy";"http://www.priceshoes.com/pantalon-seven-eleven-452e";"PANTALON STRECH TALLA EXTRA SEVEN ELEVEN 452E";"AGOTADO";"";"Jeans marca Seven Eleven. Corte tubo, cintura alta, incluye cinturon, strech. Fabricado en mezclilla. Combina estos jeans con una blusa corta y luce radiante.";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SEVEN ELEVEN
Categoría: PANTALONES Y LEGGINGS
Material: TEXTIL
Manga: No
Frente: CINTURA
Largo: TUBO / SKINNY
Cuello: No";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/3/136101-1.jpg";
"ID-82070";"Ropa";"Dama";"Moda Curvy";"http://www.priceshoes.com/jeans-shosh-0005";"JEANS STRECH TALLA EXTRA SHOSH 0005";"AGOTADO";"";"Jeans marca Shosh a la cintura, corte recto, cronchado al frente de la pretina, 81% algodón, 17% poliéster y 2% elastano. Disfruta de un clásico que siempre creará versatilidad a tu guardarropa.";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SHOSH
Categoría: JEANS / MEZCLILLA
Material: TEXTIL
Manga: No
Frente: CINTURA
Largo: RECTO
Cuello: No";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/8/2/82070-1.jpg";
"ID-146203";"Ropa";"Dama";"Moda Curvy";"http://www.priceshoes.com/jeans-strech-extras-tallas-especiales-seven-eleven-012e";"JEANS STRECH EXTRAS/TALLAS ESPECIALES SEVEN ELEVEN 012E";"15,17";"";"Jeans marca Seven Eleven. Corte recto, pretina a la cintura plus, simulación de bolsas delanteras, bolsas tipo parche en la parte trasera. Incluye cinturón. Fabricado en elastano y algodón.";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SEVEN ELEVEN
Categoría: JEANS / MEZCLILLA
Material: TEXTIL
Manga: N/A
Frente: N/A
Largo: N/A
Cuello: N/A";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/4/146203-1.jpg";
