Link;Titulo;Precio;Marca;Modelo de notebook;Tamaño de Pantalla;Descripción;Imagen 1;Imagen 2;Imagen 3;Imagen 4;Imagen 5;Imagen 6;Imagen 7;Imagen 8
http://articulo.mercadolibre.com.mx/MLM-597147848-pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-_JM;Pantalla 14 30 P Lp140wh8 (tp)(e1) (tp)(a1) (tp)(c1) 0pix 6m;1059;"Genérico Compatible
";"Acer Aspire E1-472, V5-431P, V5-471P
";"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 ACER ASPIRE
 E1-472 E1-472G M5-481 M5-481P M5-481PT MS2367 V5-431P V5-471P V5-472 V5-472G V5-473 V7-481 V7-481G
 ASUS
 S46
 IDEAPAD
 U410 U430
 THINKPAD
 E440 S3-431 S3-440 T430
 NUMERO DE PARTE
 B140XTN02.0 B140XTN02.4 B140XTN02.6 B140XTN03.2 B140XTN03.3 HB140WX1-301 HB140WX1-401 LP140WH2-TPS1 LP140WH2-TPS2 LP140WH2-TPS3 LP140WH2-TPT1 LP140WHU-TPA1 LP140WU-TPB1 LTN140AT31 N140BGE-E33 N140BGE-E43 N140BGE-EA1 N140BGE-EA2 N140BGE-EA3 N140BGE-EB1 N140BGE-EB2 N140BGE-EB3";https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_855185-MLM26092745511_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_639690-MLM25578675453_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-lp140wh8-tpe1-tpa1-tpc1-0pix-6m-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597148377-pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-_JM;Pantalla 14 30 P G40 30 / 45 Z40-70 G40-80 B40-30 Z410 E430;1059;"Genérico Compatible
";"Acer Aspire E1-472, V5-431P, V5-471P
";"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 ACER ASPIRE
 E1-472 E1-472G M5-481 M5-481P M5-481PT MS2367 V5-431P V5-471P V5-472 V5-472G V5-473 V7-481 V7-481G
 ASUS
 S46
 IDEAPAD
 U410 U430
 THINKPAD
 E440 S3-431 S3-440 T430
 NUMERO DE PARTE
 B140XTN02.0 B140XTN02.4 B140XTN02.6 B140XTN03.2 B140XTN03.3 HB140WX1-301 HB140WX1-401 LP140WH2-TPS1 LP140WH2-TPS2 LP140WH2-TPS3 LP140WH2-TPT1 LP140WHU-TPA1 LP140WU-TPB1 LTN140AT31 N140BGE-E33 N140BGE-E43 N140BGE-EA1 N140BGE-EA2 N140BGE-EA3 N140BGE-EB1 N140BGE-EB2 N140BGE-EB3";https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_740180-MLM26092742191_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_639690-MLM25578675453_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-g40-30-45-z40-70-g40-80-b40-30-z410-e430-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597149362-pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-_JM;Pantalla 14 30 P N140bge E33 Hb140wx1 301 Lp140whu (tp)(a1);1059;"Genérico Compatible
";"Acer Aspire E1-472, V5-431P, V5-471P
";"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 ACER ASPIRE
 E1-472 E1-472G M5-481 M5-481P M5-481PT MS2367 V5-431P V5-471P V5-472 V5-472G V5-473 V7-481 V7-481G
 ASUS
 S46
 IDEAPAD
 U410 U430
 THINKPAD
 E440 S3-431 S3-440 T430
 NUMERO DE PARTE
 B140XTN02.0 B140XTN02.4 B140XTN02.6 B140XTN03.2 B140XTN03.3 HB140WX1-301 HB140WX1-401 LP140WH2-TPS1 LP140WH2-TPS2 LP140WH2-TPS3 LP140WH2-TPT1 LP140WHU-TPA1 LP140WU-TPB1 LTN140AT31 N140BGE-E33 N140BGE-E43 N140BGE-EA1 N140BGE-EA2 N140BGE-EA3 N140BGE-EB1 N140BGE-EB2 N140BGE-EB3";https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_973933-MLM26092747452_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_639690-MLM25578675453_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-30-p-n140bge-e33-hb140wx1-301-lp140whu-tpa1-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597307419-pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-_JM;Pantalla 14 40 P Lp140wh2 (tl)(s1) / (a2) / (e1) / (e2);1499;"Genérico Compatible
";"Ideapad U400, Y450, T430.
";"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 Acer Aspire
 V5-471, V5-431, 4810T, 4810TZ Series
 HP Pavilion
 14-N, 14-E, 14-R, 14-G, 14-R, 14-V DM4-1000 2000 14-B 240 G3 Series
 Dell Inspiron
 14 3421, 14R 5421, 14Z N411Z, 14Z 5423, 14Z 1470, Latitude 3440 Series
 Lenovo
 G400s, G405s, S400, S410, S405, T420 Series
 Samsung
 NP370R4E Series
 Toshiba Satellite
 L40-A, L40T Series
 Sony Vaio
 SVE14, VPC-EA, VPC-CW, SVF14, PCG-61313L, PCG-61112L, PCG-61411L, Series
 NUMERO DE PARTE
 N140BGE-LB2 N140BGE-L31 N140BGE-L32 N140BGE-L33 N140BGE-L41 N140BGE-L42 N140BGE-L43 N140BGE-LA2 B140XW02 B140XW03 B140XTN02.0 B140XTN02.2 B140XTN02.3 B140XTN03.0 Lp140wh2(tl)(s1) Lp140wh2(tl)(a2) Lp140wh2(tl)(e1) Lp140wh2(tl)(e2) LTN140AT20-D LTN140AT20-D01 LTN140AT20-T02 LTN140AT20-L02 LTN140AT20-W01 LTN140AT20-G01 LTN140AT20-V01 M140NWR1 LP140WHU LTN140AT27 LTN140AT28 CLAA140WB01";https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_850022-MLM26093449376_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_663217-MLM25578663333_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-lp140wh2-tls1-a2-e1-e2-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597307915-pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-_JM;Pantalla 14 40 P Hb140wx1 300 Ltn140at08 0pix 6m;1499;"Genérico Compatible
";"Ideapad U400, Y450, T430.
";"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 Acer Aspire
 V5-471, V5-431, 4810T, 4810TZ Series
 HP Pavilion
 14-N, 14-E, 14-R, 14-G, 14-R, 14-V DM4-1000 2000 14-B 240 G3 Series
 Dell Inspiron
 14 3421, 14R 5421, 14Z N411Z, 14Z 5423, 14Z 1470, Latitude 3440 Series
 Lenovo
 G400s, G405s, S400, S410, S405, T420 Series
 Samsung
 NP370R4E Series
 Toshiba Satellite
 L40-A, L40T Series
 Sony Vaio
 SVE14, VPC-EA, VPC-CW, SVF14, PCG-61313L, PCG-61112L, PCG-61411L, Series
 NUMERO DE PARTE
 N140BGE-LB2 N140BGE-L31 N140BGE-L32 N140BGE-L33 N140BGE-L41 N140BGE-L42 N140BGE-L43 N140BGE-LA2 B140XW02 B140XW03 B140XTN02.0 B140XTN02.2 B140XTN02.3 B140XTN03.0 Lp140wh2(tl)(s1) Lp140wh2(tl)(a2) Lp140wh2(tl)(e1) Lp140wh2(tl)(e2) LTN140AT20-D LTN140AT20-D01 LTN140AT20-T02 LTN140AT20-L02 LTN140AT20-W01 LTN140AT20-G01 LTN140AT20-V01 M140NWR1 LP140WHU LTN140AT27 LTN140AT28 CLAA140WB01";https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_850022-MLM26093449376_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_663217-MLM25578663333_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-hb140wx1-300-ltn140at08-0pix-6m-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597309304-pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-_JM;Pantalla 14 40 P Ltn140at20 D T02  L02 W01 G01 V01 0pix 6m;1499;"Genérico Compatible
";"Ideapad U400, Y450, T430.
";"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 Acer Aspire
 V5-471, V5-431, 4810T, 4810TZ Series
 HP Pavilion
 14-N, 14-E, 14-R, 14-G, 14-R, 14-V DM4-1000 2000 14-B 240 G3 Series
 Dell Inspiron
 14 3421, 14R 5421, 14Z N411Z, 14Z 5423, 14Z 1470, Latitude 3440 Series
 Lenovo
 G400s, G405s, S400, S410, S405, T420 Series
 Samsung
 NP370R4E Series
 Toshiba Satellite
 L40-A, L40T Series
 Sony Vaio
 SVE14, VPC-EA, VPC-CW, SVF14, PCG-61313L, PCG-61112L, PCG-61411L, Series
 NUMERO DE PARTE
 N140BGE-LB2 N140BGE-L31 N140BGE-L32 N140BGE-L33 N140BGE-L41 N140BGE-L42 N140BGE-L43 N140BGE-LA2 B140XW02 B140XW03 B140XTN02.0 B140XTN02.2 B140XTN02.3 B140XTN03.0 Lp140wh2(tl)(s1) Lp140wh2(tl)(a2) Lp140wh2(tl)(e1) Lp140wh2(tl)(e2) LTN140AT20-D LTN140AT20-D01 LTN140AT20-T02 LTN140AT20-L02 LTN140AT20-W01 LTN140AT20-G01 LTN140AT20-V01 M140NWR1 LP140WHU LTN140AT27 LTN140AT28 CLAA140WB01";https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_850022-MLM26093449376_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_663217-MLM25578663333_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40-p-ltn140at20-d-t02-l02-w01-g01-v01-0pix-6m-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597337682-pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-_JM;Pantalla 14 B140xw01 V.5 V.6 V.8 V.9 Hb140wx1-200 0pix 6m;1189;"Genérico Compatible
";;"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 LENOVO
 G405, G470, G480, G460, G450, G455, G475, Z470 Y400 Y470 Series
 SAMSUNG
 NP300E4A, NP300E4C, NP350V4C, RV411, RV415, R440, R420, Q430 Series
 SONY VAIO
 Pcg-61a11u, Pcg-61b11u,VPC-EG20EL
 ASUS
 A45A, X44H, X43SJ, K42, X45, X45A Series
 HP
 1000 G4-1000 G4-2000 420 450 Dv4-4000
 TOSHIBA
 L845 C40D-A C645 L645 L745 M505
 COMPAQ
 CQ43 CQ45
 ACER
 E1-421 4250 4333 4732z
 NUMERO DE PARTE
 B140XW01 V.5 B140XW01 V.6 B140XW01 V.7 B140XW01 V.8 B140XW01 V.9 B140XTN01.0 HSD140PHW1 M140NWR2 M140NWR2 CLAA140WB11 N140BGE-L11 N140BGE-L12 N140BGE-L13 N140BGE-L21 N140BGE-L22 N140BGE-L23 LP140WH4(TL)(T1) LP140WH4(TL)(N1) LTN140AT20-S01 LTN140AT26-L01 LTN140AT26-T01 LTN140AT26-W01";https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_907315-MLM26095012750_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_962981-MLM25578682027_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-b140xw01-v5-v6-v8-v9-hb140wx1-200-0pix-6m-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597338028-pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-_JM;Pantalla 14 Ltn140at20-s01 Ltn140at26-l01 T01 W01 0pix 6m;1189;"Genérico Compatible
";;"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 LENOVO
 G405, G470, G480, G460, G450, G455, G475, Z470 Y400 Y470 Series
 SAMSUNG
 NP300E4A, NP300E4C, NP350V4C, RV411, RV415, R440, R420, Q430 Series
 SONY VAIO
 Pcg-61a11u, Pcg-61b11u,VPC-EG20EL
 ASUS
 A45A, X44H, X43SJ, K42, X45, X45A Series
 HP
 1000 G4-1000 G4-2000 420 450 Dv4-4000
 TOSHIBA
 L845 C40D-A C645 L645 L745 M505
 COMPAQ
 CQ43 CQ45
 ACER
 E1-421 4250 4333 4732z
 NUMERO DE PARTE
 B140XW01 V.5 B140XW01 V.6 B140XW01 V.7 B140XW01 V.8 B140XW01 V.9 B140XTN01.0 HSD140PHW1 M140NWR2 M140NWR2 CLAA140WB11 N140BGE-L11 N140BGE-L12 N140BGE-L13 N140BGE-L21 N140BGE-L22 N140BGE-L23 LP140WH4(TL)(T1) LP140WH4(TL)(N1) LTN140AT20-S01 LTN140AT26-L01 LTN140AT26-T01 LTN140AT26-W01";https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_907315-MLM26095012750_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_962981-MLM25578682027_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-ltn140at20-s01-ltn140at26-l01-t01-w01-0pix-6m-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597338329-pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-_JM;Pantalla 14 40p Hp 1000 G4 2000 420 450 455 Dv4-4000 0pix 6m;1189;"Genérico Compatible
";;"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 LENOVO
 G405, G470, G480, G460, G450, G455, G475, Z470 Y400 Y470 Series
 SAMSUNG
 NP300E4A, NP300E4C, NP350V4C, RV411, RV415, R440, R420, Q430 Series
 SONY VAIO
 Pcg-61a11u, Pcg-61b11u,VPC-EG20EL
 ASUS
 A45A, X44H, X43SJ, K42, X45, X45A Series
 HP
 1000 G4-1000 G4-2000 420 450 Dv4-4000
 TOSHIBA
 L845 C40D-A C645 L645 L745 M505
 COMPAQ
 CQ43 CQ45
 ACER
 E1-421 4250 4333 4732z
 NUMERO DE PARTE
 B140XW01 V.5 B140XW01 V.6 B140XW01 V.7 B140XW01 V.8 B140XW01 V.9 B140XTN01.0 HSD140PHW1 M140NWR2 M140NWR2 CLAA140WB11 N140BGE-L11 N140BGE-L12 N140BGE-L13 N140BGE-L21 N140BGE-L22 N140BGE-L23 LP140WH4(TL)(T1) LP140WH4(TL)(N1) LTN140AT20-S01 LTN140AT26-L01 LTN140AT26-T01 LTN140AT26-W01";https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_907315-MLM26095012750_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_962981-MLM25578682027_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-40p-hp-1000-g4-2000-420-450-455-dv4-4000-0pix-6m-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
http://articulo.mercadolibre.com.mx/MLM-597338854-pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-_JM;Pantalla 14 Dell 14r N4010 N4020 N4030 1440 N4110 0pix 6m;1189;"Genérico Compatible
";;"14 in
";"ESTA PANTALLA ES COMPATIBLE CON LOS SIGUIENTES MODELOS
 COMPATIBILIDADES
 LENOVO
 G405, G470, G480, G460, G450, G455, G475, Z470 Y400 Y470 Series
 SAMSUNG
 NP300E4A, NP300E4C, NP350V4C, RV411, RV415, R440, R420, Q430 Series
 SONY VAIO
 Pcg-61a11u, Pcg-61b11u,VPC-EG20EL
 ASUS
 A45A, X44H, X43SJ, K42, X45, X45A Series
 HP
 1000 G4-1000 G4-2000 420 450 Dv4-4000
 TOSHIBA
 L845 C40D-A C645 L645 L745 M505
 COMPAQ
 CQ43 CQ45
 ACER
 E1-421 4250 4333 4732z
 NUMERO DE PARTE
 B140XW01 V.5 B140XW01 V.6 B140XW01 V.7 B140XW01 V.8 B140XW01 V.9 B140XTN01.0 HSD140PHW1 M140NWR2 M140NWR2 CLAA140WB11 N140BGE-L11 N140BGE-L12 N140BGE-L13 N140BGE-L21 N140BGE-L22 N140BGE-L23 LP140WH4(TL)(T1) LP140WH4(TL)(N1) LTN140AT20-S01 LTN140AT26-L01 LTN140AT26-T01 LTN140AT26-W01";https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_907315-MLM26095012750_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_962981-MLM25578682027_052017-O.jpg;https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_750838-MLM26115593125_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_656957-MLM26022171584_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_784326-MLM26157481948_102017-O.jpg;https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_851621-MLM26022171581_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_745533-MLM26022171583_092017-O.jpg;https://http2.mlstatic.com/pantalla-14-dell-14r-n4010-n4020-n4030-1440-n4110-0pix-6m-D_NQ_NP_909463-MLM25600069851_052017-O.jpg
